RMP_Link,Real_Name,RMP_Name,Match Status
https://www.ratemyprofessors.com/professor/2513429,Hongbin Sun,Hongbin Sun,good
https://www.ratemyprofessors.com/professor/3050163,Filip Dul,Filip Dul,good
https://www.ratemyprofessors.com/professor/645330,Zheng-Chao Han,Zheng Chao Han,bad
https://www.ratemyprofessors.com/professor/3031235,Gautam Gopal Krishnan,Gautam Krishnan,bad
https://www.ratemyprofessors.com/professor/2067604,Michael Saks,Michael Saks,bad
https://www.ratemyprofessors.com/professor/2869167,Gavin Stewart,Gavin Stewart,bad
https://www.ratemyprofessors.com/professor/2969425,Agnieszka Hejna,Agnieszka Hejna,bad
https://www.ratemyprofessors.com/professor/2951625,Stoyan Dimitrov,Stoyan Dimitrov,good
https://www.ratemyprofessors.com/professor/1343109,Lev Borisov,Lev Borisov,good
https://www.ratemyprofessors.com/professor/3048136,Maria Cuadrado,Maria Caudrado,bad
https://www.ratemyprofessors.com/professor/2519365,Arianne Ross Pathak,Arianne Ross,bad
https://www.ratemyprofessors.com/professor/2101371,Jeff Schwarz,Jeffrey Schwarz,bad
https://www.ratemyprofessors.com/professor/2955113,Michael George,Michael George,bad
https://www.ratemyprofessors.com/professor/2973550,Jae Ki Lee,Jae Lee,bad
https://www.ratemyprofessors.com/professor/3005901,Junming Xie,Junming Xie,good
https://www.ratemyprofessors.com/professor/3000660,Corey Stone,Corey Stone,good
https://www.ratemyprofessors.com/professor/2941241,Abhishek Mallick,Abhishek Mallick,bad
https://www.ratemyprofessors.com/professor/2892129,Benjamin Gunby-Mann,Benjamin Gunby,bad
https://www.ratemyprofessors.com/professor/2513120,Dennis Kriventsov,Dennis Kriventsov,good
https://www.ratemyprofessors.com/professor/2933731,Maxime Van De Moortel,Maxime Moortel,bad
https://www.ratemyprofessors.com/professor/3063311,Jiahua Zou,Jiahua Zou,bad
https://www.ratemyprofessors.com/professor/444353,Shadi Tahvildar-Zadeh,A. Shadi Tahvildar-Zadeh,bad
https://www.ratemyprofessors.com/professor/2973183,Izar Alonso Lorenzo,Izar Alonso Lorenzo,good
https://www.ratemyprofessors.com/professor/3026665,Tom Benhamou,Tom Benhamou,bad
https://www.ratemyprofessors.com/professor/2984540,Inigo Urtiaga Erneta,Inigo Erneta,bad
https://www.ratemyprofessors.com/professor/2972945,Samuel Spiro,Sam Spiro,bad
https://www.ratemyprofessors.com/professor/2973906,Swee Hong Chan,Swee Hong Chan,bad
https://www.ratemyprofessors.com/professor/3059019,Brent Ferguson,Brent Ferguson,good
https://www.ratemyprofessors.com/professor/3070766,Rashmika Goswami,Rashmika Goswami,good
https://www.ratemyprofessors.com/professor/3058081,Mohamed El Hedi Bahri,Mohamed Bahri,bad
https://www.ratemyprofessors.com/professor/1868730,Las Goonetilleke,Lasantha Goonetilleke,bad
https://www.ratemyprofessors.com/professor/3064203,Dima Sinapova,Dima Sinapova,good
https://www.ratemyprofessors.com/professor/3067321,Zhenghao Rao,Zhenghao Rao,good
https://www.ratemyprofessors.com/professor/1446199,Eric Carlen,Eric Carlen,good
https://www.ratemyprofessors.com/professor/2459478,Wujun Zhang,Wujun Zhang,bad
https://www.ratemyprofessors.com/professor/568357,Yanyan Li,Yanyan Li,bad
https://www.ratemyprofessors.com/professor/964897,Marcio Fuzeto Gameiro,Marcio Gameiro,bad
https://www.ratemyprofessors.com/professor/3014042,Guangbo Xu,Guangbo Xu,bad
